ingredient_code,std_name_ko,std_name_en,old_name_ko,old_name_en,as_of_date,source,ingest_date,batch_id
22009,클로렐라속에이치에스2추출물,Chlorella sp. HS2 Extract,,,,kcia,2026-03-23,kcia_2026-03-23
22008,락토바실러스/사탕무뿌리발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
22007,불수귤나무열매추출물,Citrus Medica Sarcodactylis Fruit Extract,,,,kcia,2026-03-23,kcia_2026-03-23
22006,아세틸에스에이치-올리고펩타이드-26에스에이치-올리고펩타이드-27에스피,Acetyl sh-Oligopeptide-26 sh-Oligopeptide-27 SP,2414071-80-8,,,kcia,2026-03-23,kcia_2026-03-23
22005,다바나꽃/잎/줄기오일,Artemisia Pallens Flower/Leaf/Stem Oil,,,,kcia,2026-03-23,kcia_2026-03-23
22004,효모/은발효물,Saccharomyces/Silver Ferment,,,,kcia,2026-03-23,kcia_2026-03-23
22003,포피라334올리고펩타이드-180,Porphyra 334 Oligopeptide-180,,,,kcia,2026-03-23,kcia_2026-03-23
22002,올리고펩타이드-180포피라334,Oligopeptide-180 Porphyra 334,,,,kcia,2026-03-23,kcia_2026-03-23
22001,에스알-(멜리틴에스에이치-올리고펩타이드-1),sr-(Melittin sh-Oligopeptide-1),,,,kcia,2026-03-23,kcia_2026-03-23
22000,락토바실러스/라이시니바실러스/(유자/율무씨/허니서클꽃/댑싸리열매/현삼)추출물/수크로오스발효추출여과물,Lactobacillus/Lysinibacillus/(Citrus Junos Fruit/Coix Lacryma-Jobi Ma-yuen Seed/Honeysuckle Flower/Kochia Scoparia Fruit/Scrophularia Buergeriana) Extract/Sucrose Ferment Extract Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21999,인삼배양근세포외소포,Panax Ginseng Adventitious Root Extracellular Vesicles,,,,kcia,2026-03-23,kcia_2026-03-23
21997,바실러스/마늘발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21996,흑삼추출물,Panax Ginseng Root Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21995,레몬그라스잎수,Cymbopogon Citratus Leaf Water,89998-14-1,,,kcia,2026-03-23,kcia_2026-03-23
21994,약모밀꽃/잎추출물,Houttuynia Cordata Flower/Leaf Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21993,아까시재목버섯/아마란스추출물발효여과물,Fomitella Fraxinea/Amaranthus Hypochondriacus Extract Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21992,마편초잎오일,Verbena Officinalis Leaf Oil,84961-67-1,,,kcia,2026-03-23,kcia_2026-03-23
21991,소초유추출물,Cow Colostrum Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21990,데커시놀피리디닐비닐카바메이트,Decursinol Pyridinylvinyl Carbamate,,,,kcia,2026-03-23,kcia_2026-03-23
21989,녹용중간엽세포세포외소포,Deer Velvet Mesenchymal Cell Extracellular Vesicles,,,,kcia,2026-03-23,kcia_2026-03-23
21988,잣나무솔방울추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21987,연꽃추출물,Nelumbo Nucifera Extract,85085-51-4 (generic),,,kcia,2026-03-23,kcia_2026-03-23
21986,스테아릴다이설파이드헥실에스에이치-디엔에이-2-피이지-45/에스에이치-알엔에이-1,Stearyldisulfidehexyl sh-DNA-2 PEG-45/sh-RNA-1,,,,kcia,2026-03-23,kcia_2026-03-23
21985,락토바실러스/(우엉뿌리/감초뿌리/연꽃뿌리/칡뿌리/당느릅나무뿌리껍질/옥촉서예)추출물발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21984,효모/(잇꽃씨/은행/해바라기씨/녹두씨/살구커넬)추출물발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21983,락토바실러스/알부민/흑당밀/씨솔트발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21982,락토바실러스/인삼뿌리/싹추출물발효추출여과물,Lactobacillus/Panax Ginseng Root/Sprout Extract Ferment Extract Filtrate,,락토바실러스/(인삼싹/뿌리)추출물발효여과물,,kcia,2026-03-23,kcia_2026-03-23
21981,바실러스/하수오뿌리추출물발효여과물,Bacillus/Polygonum Multiflorum Root Extract Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21980,바실러스/불가리스쑥추출물발효여과물,Bacillus/Artemisia Vulgaris Extract Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21979,효모/녹차/오카무라큰실말/쌀발효여과물,Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21977,인체피부섬유아세포유도다분화능세포배양액,Human Dermal Fibroblast Cell Induced Multipotent Cell Culture Conditioned Media,,,,kcia,2026-03-23,kcia_2026-03-23
21976,C12-17알킬케텐다이머,C12-17 Alkyl Ketene Dimer,68390-56-7 84989-41-3,,,kcia,2026-03-23,kcia_2026-03-23
21975,페로세닐메틸메타크릴레이트/메타크릴릭애씨드코폴리머,Ferrocenylmethyl Methacrylate/Methacrylic Acid Copolymer,,,,kcia,2026-03-23,kcia_2026-03-23
21974,락토바실러스/다시마잎/줄기추출물발효여과물,,,락토바실러스/다시마잎줄기추출물발효여과물,,kcia,2026-03-23,kcia_2026-03-23
21973,페디오코쿠스/다시마잎/줄기추출물발효여과물,,,페디오코쿠스/다시마잎줄기추출물발효물,,kcia,2026-03-23,kcia_2026-03-23
21970,[짚신나물/우엉뿌리/자작나무껍질/측백나무잎/녹차/병풀/국화꽃/율무씨/한련초/당개나리열매/콩/약모밀/허니서클/수세미오이열매/뽕나무(열매/나무껍질/잎)/황벽나무껍질/쇠비름/단삼뿌리/참깨/고삼뿌리/회화나무꽃]추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21969,바실러스/락토바실러스/삼뿌리발효추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21968,락토바실러스/(녹차/한련초줄기/은행나무잎/콘민트잎/뽕나무잎/삼백초잎)추출물발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21967,효모/(시넨스국화꽃/산사나무열매/인동덩굴꽃/드럼스틱열매/대추나무열매)추출물발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21964,라우로일메틸글루카마이드라우레이트,Lauroyl Methylglucamide Laurate,,,,kcia,2026-03-23,kcia_2026-03-23
21963,콜라겐수,Collagen Water,,,,kcia,2026-03-23,kcia_2026-03-23
21962,바실러스/코마모나스/라이시니바실러스/탈지분유/하이드롤라이즈드도미비늘발효여과물,Bacillus/Comamonas/Lysinibacillus/Nonfat Dry Milk/Hydrolyzed Sea Bream Scales Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21961,팔미토일다이펩타이드-52,Palmitoyl Dipeptide-52,,,,kcia,2026-03-23,kcia_2026-03-23
21960,고들빼기추출물,Crepidiastrum Sonchifolium Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21959,아쿠아필루스 돌로미아이발효여과물,Aquaphilus Dolomiae Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21958,2-카프릴로일카프릴로일메틸알라니네이트,2-Capryloyl Capryloyl Methyl Alaninate,2338541-06-1,,,kcia,2026-03-23,kcia_2026-03-23
21957,로즈마리잎/줄기수,Rosmarinus Officinalis (Rosemary) Leaf/Stem Water,,,,kcia,2026-03-23,kcia_2026-03-23
21956,인체단핵세포배양액추출물,Human Mononuclear Cell Conditioned Media Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21955,아세틸에스에이치-헥사펩타이드-8에스피,Acetyl sh-Hexapeptide-8 SP,,,,kcia,2026-03-23,kcia_2026-03-23
21954,아세틸에스에이치-올리고펩타이드-29에스피,Acetyl sh-Oligopeptide-29 SP,,,,kcia,2026-03-23,kcia_2026-03-23
21953,아세틸에스에이치-올리고펩타이드-30에스피,Acetyl sh-Oligopeptide-30 SP,,,,kcia,2026-03-23,kcia_2026-03-23
21952,셀필룸오일,Thymus Serpyllum Oil,84776-98-7,,,kcia,2026-03-23,kcia_2026-03-23
21951,클로렐라 불가리스에스에이치-올리고펩타이드-1,Chlorella Vulgaris sh-Oligopeptide-1,,,,kcia,2026-03-23,kcia_2026-03-23
21950,클로렐라 불가리스에스에이치-폴리펩타이드-14,Chlorella Vulgaris sh-Polypeptide-14,,,,kcia,2026-03-23,kcia_2026-03-23
21949,에스알-(메티오닐올리고펩타이드-91글루타미닐클로스트리듐 보툴리눔폴리펩타이드-1헥사펩타이드-40),sr-(Methionyl Oligopeptide-91 Glutaminyl Clostridium Botulinum Polypeptide-1 Hexapeptide-40),,,,kcia,2026-03-23,kcia_2026-03-23
21948,페르비도박테리움 이슬란디쿰/닭깃털발효여과물,Fervidobacterium Islandicum/Chicken Feather Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21947,페르비도박테리움 이슬란디쿰/닭깃털발효여과추출물,Fervidobacterium Islandicum/Chicken Feather Ferment Filtrate Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21946,만수국아재비꽃추출물,Tagetes minuta Flower Extract,91770-75-1,,,kcia,2026-03-23,kcia_2026-03-23
21945,만수국꽃오일,Tagetes patula flower oil,,,,kcia,2026-03-23,kcia_2026-03-23
21944,만수국꽃추출물,Tagetes patula flower extract,91722-29-1,,,kcia,2026-03-23,kcia_2026-03-23
21943,땅콩오일피이지-6에스터,Peanut Oil PEG-6 Esters,68440-49-3,,,kcia,2026-03-23,kcia_2026-03-23
21942,석창포/참당귀뿌리/쑥/황기뿌리/보스웰리아/잇꽃꽃/구절초/귤껍질/천궁뿌리줄기/몰약수지/산수유열매/주엽나무열매/작약꽃/소엽잎/하수오뿌리/개암풀(열매/씨)/생강뿌리추출물,,,석창포/참당귀뿌리/쑥/황기뿌리/보스웰리아/잇꽃꽃/구절초/귤껍질/천궁뿌리줄기/몰약수지/산수유열매/주엽나무열매/작약꽃/소엽잎/하수오뿌리/보골지(열매/씨)/생강뿌리추출물,,kcia,2026-03-23,kcia_2026-03-23
21941,바실러스/흰점박이꽃무지유충발효오일,,,,,kcia,2026-03-23,kcia_2026-03-23
21939,락토바실러스/효모/(다시마/미역추출물)발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21938,시스타민다이글루타메이트,,,,,kcia,2026-03-23,kcia_2026-03-23
21937,효모/엉겅퀴꽃추출물발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21936,락토코쿠스/자란뿌리/황련뿌리/황벽나무껍질/장엽대황뿌리/황금뿌리발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21935,아스코빌석시노일테트라펩타이드-21,Ascorbyl Succinoyl Tetrapeptide-21,,,,kcia,2026-03-23,kcia_2026-03-23
21934,수련피토플라센타추출물,Nymphaea Tetragona Phytoplacenta Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21933,에스-홍합헥사펩타이드-1에스피,s-Mussel Hexapeptide-1 SP,,에스-진주담치헥사펩타이드-1에스피,,kcia,2026-03-23,kcia_2026-03-23
21931,D-페닐알라닐트라이펩타이드-75,D-Phenylalanyl Tripeptide-75,,,,kcia,2026-03-23,kcia_2026-03-23
21930,월계수잎/줄기수,Laurus Nobilis Leaf/Stem Water,84603-73-6,,,kcia,2026-03-23,kcia_2026-03-23
21929,새잣버섯/석잠풀뿌리추출물발효여과물,Neolentinus Lepideus/Stachys Japonica Root Extract Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21928,가는장구채추출물,Silene Seoulensis Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21927,노루오줌전초추출물,Astilbe Chinensis Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21926,트라넥사모일테트라펩타이드-51,Tranexamoyl Tetrapeptide-51,,,,kcia,2026-03-23,kcia_2026-03-23
21925,올리고펩타이드-133트라이펩타이드-44타이로시닐D-알라닐트라이펩타이드-76,Oligopeptide-133 Tripeptide-44 Tyrosinyl D-Alanyl Tripeptide-76,,,,kcia,2026-03-23,kcia_2026-03-23
21924,하이드롤라이즈드남극크릴오일,Hydrolyzed Euphausia Superba Oil,,,,kcia,2026-03-23,kcia_2026-03-23
21923,[(영지버섯균사체/현미발효물)/(진흙버섯균사체/현미발효물)/(바실러스/꼬시래기잎/줄기발효물)/(바실러스/다시마잎/줄기발효물)/(바실러스/창자파래잎/줄기발효물)/(바실러스/미역잎/줄기발효물)/(바실러스/비피도박테리움/락토바실러스/스트렙토코쿠스/현미/프룩토올리고사카라이드발효물)/사과즙/포도즙/패각가루/정제수]발효물,,,,,kcia,2026-03-23,kcia_2026-03-23
21922,귀리꽃/잎/줄기추출물,Avena Sativa (Oat) Flower/Leaf/Stem Extract,84012-26-0,,,kcia,2026-03-23,kcia_2026-03-23
21921,팔미토일토멘틸뿌리추출물,Palmitoyl Potentilla Erecta Root Extract,1134080-01-5,,,kcia,2026-03-23,kcia_2026-03-23
21920,오갈피나무껍질/자작나무껍질/측백나무잎/녹차/새삼씨/은행/감초뿌리/약모밀/구기자/뽕나무열매/나무껍질/잎/인삼뿌리/소엽잎/복분자딸기열매/오미자/사상자추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21919,작약캘러스배양여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21918,꽃송이버섯균사체추출물,Sparassis Crispa Mycelium Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21917,송이버섯균사체추출물,Tricholoma Matsutake Mycelium Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21916,영지버섯균사체추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21915,뽕나무버섯발효여과물,Armillaria Mellea Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21914,뽕나무버섯균사체추출물,Armillaria Mellea Mycelium Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21913,아까시재목버섯발효여과물,Perenniporia Fraxinea Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21912,아까시재목버섯균사체추출물,Perenniporia Fraxinea Mycelium Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21911,잔탄하이드록시프로필트라이모늄클로라이드,Xanthan Hydroxypropyltrimonium Chloride,1255941-98-0,,,kcia,2026-03-23,kcia_2026-03-23
21910,낙지다리전초추출물,Penthorum Chinense Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21909,폴리비닐리덴다이플루오라이드,Polyvinylidene Difluoride,24937-79-9,,,kcia,2026-03-23,kcia_2026-03-23
21908,다마스크장미캘러스,Rosa Damascena Callus,,,,kcia,2026-03-23,kcia_2026-03-23
21907,렌티스파이라 아라네오사발효여과물,Lentisphaera Araneosa Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21906,트라이펩타이드-77발린아마이드,Tripeptide-77 Valinamide,,,,kcia,2026-03-23,kcia_2026-03-23
21905,메톡시피이지-113아스코빅애씨드,Methoxy PEG-113 Ascorbic Acid,,,,kcia,2026-03-23,kcia_2026-03-23
21903,갈색거저리유충추출물,Mealworm Larva Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21902,잇바디돌김추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21901,바이페닐아제파닐메탄온,Biphenyl Azepanyl Methanone,1910069-14-5,,,kcia,2026-03-23,kcia_2026-03-23
21900,피이지/피피지-15/15알릴에터아세테이트,PEG/PPG-15/15 Allyl Ether Acetate,56090-69-8 (generic),,,kcia,2026-03-23,kcia_2026-03-23
21899,피이지/피피지-15/15아세테이트다이메티콘,PEG/PPG-15/15 Acetate Dimethicone,68037-64-9 (generic),,,kcia,2026-03-23,kcia_2026-03-23
21898,피이지/피피지-15/15아세테이트,PEG/PPG-15/15 Acetate,,,,kcia,2026-03-23,kcia_2026-03-23
21897,칸디다/가르시니아발효물,Candida/Garcinia Cambogia Ferment,,,,kcia,2026-03-23,kcia_2026-03-23
21896,시스테아민티오글라이콜레이트,Cysteamine Thioglycolate,2368928-49-6,,,kcia,2026-03-23,kcia_2026-03-23
21895,쌀단백질추출물,Oryza Sativa (Rice) Seed Protein Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21894,니파야자포엽추출물,Nypa Fruticans Bract Extract,,니파야자꽃봉오리추출물,,kcia,2026-03-23,kcia_2026-03-23
21893,백리향꽃/잎/줄기추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21892,락토바실러스세포외소포,Lactobacillus Extracellular Vesicles,,락토바실러스엑소좀,,kcia,2026-03-23,kcia_2026-03-23
21891,락토바실러스/(족도리풀뿌리/쇠뜨기/감초뿌리)추출물발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21890,효모/(서양톱풀/황벽나무껍질/살비아)추출물발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21889,바위솔잎추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21888,울릉산마늘씨추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21887,비피도박테리움/비터오렌지꽃추출물발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21885,복사나무수지추출물,Prunus Persica (Peach) Resin Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21884,큰열매모자반추출물,Sargassum Macrocarpum Extract,,큰열매모자반잎/줄기추출물,,kcia,2026-03-23,kcia_2026-03-23
21883,하이드롤라이즈드석류나무열매추출물,Hydrolyzed Punica Granatum Fruit Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21882,시스타민다이말리에이트,Cystamine Dimaleate,2360920-95-0,,,kcia,2026-03-23,kcia_2026-03-23
21881,마늘줄기추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21880,바실러스/폴릭애씨드발효여과추출물,Bacillus/Folic Acid Ferment Filtrate Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21879,바실러스/둥굴레추출물/화산재발효여과물,Bacillus/Polygonatum Odoratum Extract/Volcanic Ash Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21878,리조푸스/효모/오갈피나무껍질/황기뿌리/산수유열매/산사나무열매/참마뿌리/감초뿌리/산수국잎/구기자나무열매/쌀/인삼뿌리/복령/오미자열매/옥수수전분/생강뿌리발효추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21877,아이소포론다이아민세스퀴말리에이트,Isophorone Diamine Sesquimaleate,2360920-97-2,아이소포론다이아민다이말리에이트,,kcia,2026-03-23,kcia_2026-03-23
21876,인카르나타시계꽃잎추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21875,하이드롤라이즈드어란추출물,Hydrolyzed Roe Extract,,하이드롤라이즈드열빙어알여과물,,kcia,2026-03-23,kcia_2026-03-23
21874,에스-디엔에이압타머-2,S-DNA Aptamer-2,2145134-87-6,,,kcia,2026-03-23,kcia_2026-03-23
21873,프세우도윈테라 콜로라타잎추출물,Pseudowintera Colorata Leaf Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21871,양까막까치밥나무씨오일/올리브오일/아미노프로판다이올에스터,Black Currant Seed Oil/Olive Oil/Aminopropanediol Esters,,,,kcia,2026-03-23,kcia_2026-03-23
21870,피그먼트적색5호,Pigment Red 5,6410-41-9,,,kcia,2026-03-23,kcia_2026-03-23
21868,만삼추출물,Codonopsis Pilosula Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21867,신강자초추출물,Arnebia Euchroma Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21866,호스래디시잎추출물,Cochlearia Armoracia (Horseradish) Leaf Extract,84775-62-2,,,kcia,2026-03-23,kcia_2026-03-23
21865,화남풍나무/풍나무수지오일,Liquidambar Acalycina/Formosana Resin Oil,,,,kcia,2026-03-23,kcia_2026-03-23
21864,로즈마리잎/줄기오일,Rosmarinus Officinalis (Rosemary) Leaf/Stem Oil,,,,kcia,2026-03-23,kcia_2026-03-23
21863,사슴뿔피/세포배양액,Deer Antler Blood/Cell Culture Conditioned Media,,,,kcia,2026-03-23,kcia_2026-03-23
21862,황해쑥잎오일,Artemisia Argyi Leaf Oil,,,,kcia,2026-03-23,kcia_2026-03-23
21861,석결명추출물,Senna Occidentalis Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21859,기수초추출물,Suaeda Malacosperma Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21857,자주방아풀잎/줄기추출물,Isodon Serra Leaf/Stem Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21856,바실러스/율무씨추출물/화산재발효여과물,Bacillus/Coix Lacryma-Jobi Ma-yuen Seed Extract/Volcanic Ash Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21855,육계가지/인동덩굴꽃/(우엉/오미자열매)/모란뿌리/향유추출물,Cinnamomum Cassia Branch/Honeysuckle Flower/(Arctium Lappa/Schisandra Chinensis Fruit)/Paeonia Suffruticosa Root/Elsholtzia Ciliata Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21854,치마버섯/천문동뿌리/콩배아발효여과추출물,Schizophyllum Commune/Asparagus Cochinchinensis Root/Soybean Germ Ferment Filtrate Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21853,트리그레잎스열매추출물,Lannea Microcarpa Fruit Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21852,글래디치아 페라꼬투리추출물,Gleditsia Fera Pod Extract,1426827-77-1,,,kcia,2026-03-23,kcia_2026-03-23
21851,꽃단풍나무추출물,Acer Rubrum Extract,2140147-16-4,,,kcia,2026-03-23,kcia_2026-03-23
21850,쿠티박테리움 아비둠발효추출여과물,Cutibacterium Avidum Ferment Extract Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21849,쿠티박테리움 그라눌로숨발효추출여과물,Cutibacterium Granulosum Ferment Extract Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21848,바실러스/인삼열매추출발효여과물,Bacillus/Panax Ginseng Berry Extract Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21847,락토바실러스/(왜당귀/천궁/스페인감초/작약)뿌리/오미자열매발효추출여과물,Lactobacillus/(Angelica Acutiloba/Cnidium Officinale/Glycyrrhiza Glabra/Paeonia Albiflora) Root/ Schisandra Chinensis Fruit Ferment Extract Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
21846,보로조열매추출물,Alibertia Patinoi Fruit Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21845,야콘잎추출물,Smallanthus Sonchifolius Leaf Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21844,이사첸키아/감발효추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21843,피토스테릴글루코사이드/글루코실세라마이드,Phytosteryl Glucoside/Glucosylceramide,1623405-25-3,,,kcia,2026-03-23,kcia_2026-03-23
21842,쑥잎오일,Artemisia Princeps Leaf Oil,,,,kcia,2026-03-23,kcia_2026-03-23
21841,세틸니코티네이트리보사이드클로라이드,Cetyl Nicotinate Riboside Chloride,,,,kcia,2026-03-23,kcia_2026-03-23
21840,스테아릴니코티네이트리보사이드클로라이드,Stearyl Nicotinate Riboside Chloride,,,,kcia,2026-03-23,kcia_2026-03-23
21839,글리세올린스,Glyceollins,57103-57-8 (isomer) 61080-23-7 (isomer) 67314-98-1 (isomer),,,kcia,2026-03-23,kcia_2026-03-23
21838,에스에이치-폴리펩타이드-73,sh-Polypeptide-73,,,,kcia,2026-03-23,kcia_2026-03-23
21837,팔미토일에스에이치-트라이펩타이드-5노르아이소류실에스에이치-노나펩타이드-1,Palmitoyl sh-Tripeptide-5 Norisoleucyl sh-Nonapeptide-1,,,,kcia,2026-03-23,kcia_2026-03-23
21836,팔미토일에스에이치-옥타펩타이드-24아마이드,Palmitoyl sh-Octapeptide-24 Amide,,,,kcia,2026-03-23,kcia_2026-03-23
21835,캐모마일꽃/잎/줄기오일,Anthemis Nobilis Flower/Leaf/Stem Oil,8015-92-7 (generic),,,kcia,2026-03-23,kcia_2026-03-23
21834,빅베리주니퍼오일,Juniperus Osteosperma Oil,1471997-92-8,,,kcia,2026-03-23,kcia_2026-03-23
21833,아메리카시나몬잎오일,Ocotea Quixos Leaf Oil,1130740-97-4,,,kcia,2026-03-23,kcia_2026-03-23
21832,보스웰리아 사크라수지오일,Boswellia Sacra Resin Oil,,,,kcia,2026-03-23,kcia_2026-03-23
21831,그란디스전나무오일,Abies Grandis Oil,,,,kcia,2026-03-23,kcia_2026-03-23
21830,은청가문비나무가지/잎/목부오일,Picea Pungens Branch/Leaf/Wood Oil,,,,kcia,2026-03-23,kcia_2026-03-23
21829,페퍼민트줄기추출물,Mentha Piperita (Peppermint) Stem Extract,84082-70-2 (generic),,,kcia,2026-03-23,kcia_2026-03-23
21828,라벤더그로소허브오일,Lavandula Hybrida Grosso Herb Oil,93455-97-1,,,kcia,2026-03-23,kcia_2026-03-23
21827,버번추출물,Bourbon Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21826,실리카폴리실세스퀴옥세인프로필다이설파이드아세틸트라이펩타이드-84,Silica Polysilsesquioxane Propyldisulfideacetyl Tripeptide-84,,글라이콜릭트라이펩타이드-1다이설파이드프로필스폰질라스피큘,,kcia,2026-03-23,kcia_2026-03-23
21825,트라우스토키트리움속에이티씨씨26185오일,Thraustochytrium sp. ATCC 26185 Oil,,,,kcia,2026-03-23,kcia_2026-03-23
21824,오블롱기키트리움속피비-55폴리사카라이드,Oblongichytrium sp. PB-55 Polysaccharides,,,,kcia,2026-03-23,kcia_2026-03-23
21823,석창포뿌리/구릿대뿌리/참당귀뿌리/실버/모창출뿌리/금/육계나무껍질/천궁뿌리/한련초뿌리/두충나무껍질/오수유뿌리/당개나리열매/영지버섯/감초뿌리/보리잎/인동덩굴꽃/박하잎/뽕나무껍질/작약/원지뿌리/하수오뿌리/복령/장엽대황뿌리/민들레꽃/잎/뿌리/측백나무씨/생강뿌리줄기/대추나무열매추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21822,흑노호뿌리수,,,,,kcia,2026-03-23,kcia_2026-03-23
21821,흑노호잎/뿌리수,,,,,kcia,2026-03-23,kcia_2026-03-23
21820,흑노호잎수,,,,,kcia,2026-03-23,kcia_2026-03-23
21819,흑노호꽃수,,,,,kcia,2026-03-23,kcia_2026-03-23
21818,솜대잎추출물,,,,,kcia,2026-03-23,kcia_2026-03-23
21817,붉은싸리버섯자실체추출물,Ramaria Formosa Fruiting Body Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21816,에버라스팅꽃/잎/줄기오일,Helichrysum Italicum Flower/Leaf/Stem Oil,90045-56-0 (generic) 8023-95-8 (generic),,,kcia,2026-03-23,kcia_2026-03-23
21815,달버지아 올리베리추출물,Dalbergia Oliveri Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21813,병풀잎,Centella Asiatica Leaf,,,,kcia,2026-03-23,kcia_2026-03-23
21812,에스에이치-펜타펩타이드-12에스피,sh-Pentapeptide-12 SP,,,,kcia,2026-03-23,kcia_2026-03-23
21811,마타리뿌리추출물,Patrinia Scabiosifolia Root Extract,,,,kcia,2026-03-23,kcia_2026-03-23
21810,폴리메틸실세스퀴옥세인/실리카크로스폴리머,Polymethylsilsesquioxane/Silica Crosspolymer,1895069-33-6,,,kcia,2026-03-23,kcia_2026-03-23
21808,락토바실러스/(한련초잎/검정콩/수세미오이잎/뽕나무잎/열매/모란꽃/호장근줄기/쇠비름잎/싹/줄기/지황뿌리/형개꽃이삭/황금뿌리)추출물발효물,,,락토바실러스/(한련초잎/검정콩/수세미오이잎/뽕나무잎/열매/모란꽃/호장근줄기/쇠비름잎/싹/줄기/지황뿌리/헝개꽃이삭/황금뿌리)추출물발효물,,kcia,2026-03-23,kcia_2026-03-23
21807,락토바실러스/대추나무씨발효여과물,,,,,kcia,2026-03-23,kcia_2026-03-23
21806,설페이티드소듐콘드로이틴설페이트,Sulfated Sodium Chondroitin Sulfate,,,,kcia,2026-03-23,kcia_2026-03-23
